,word,frequency,length
2588,proveedores,3,11
2589,derivados,3,9
2590,esperanzas,3,10
2591,ampliamente,3,11
2592,prestando,3,9
2593,action,3,6
2594,rendimiento,3,11
2595,extranjeras,3,11
2596,realizadas,3,10
2597,cultivo,3,7
2598,déficit,3,7
2599,insumos,3,7
2600,dispuesta,3,9
2601,cumplan,3,7
2602,elaboró,3,7
2603,energy,3,6
2604,perjuicio,3,9
2605,neta,3,4
2606,debo,3,4
2607,ambas,3,5
2608,similares,3,9
2609,imposición,3,10
2610,constituir,3,10
2611,institutos,3,10
2612,permitiría,3,10
2613,reducciones,3,11
2614,minerales,3,9
2615,lamentablemente,3,15
2616,hostilidades,3,12
2617,dando,3,5
2618,aviones,3,7
2619,últimas,3,7
2620,textos,3,6
2621,abastecimiento,3,14
2622,padres,3,6
2623,desee,3,5
2624,perdido,3,7
2625,existente,3,9
2626,mediados,3,8
2627,tensiones,3,9
2628,masiva,3,6
2629,única,3,5
2630,suiza,3,5
2631,justo,3,5
2632,científica,3,10
2633,pérdidas,3,8
2634,sobrevolaron,3,12
2635,metros,3,6
2636,interesado,3,10
2637,velocidades,3,11
2638,marina,3,6
2639,realizaron,3,10
2640,periódica,3,9
2641,constantemente,3,14
2642,enfermedades,3,12
2643,transmisión,3,11
2644,firmó,3,5
2645,sexual,3,6
2646,atribuía,3,8
2647,malos,3,5
2648,acepta,3,6
2649,vivir,3,5
2650,periodistas,3,11
2651,hallar,3,6
2652,supuesto,3,8
2653,situadas,3,8
2654,iraní,3,5
2655,definidas,3,9
2656,faciliten,3,9
2657,minurso,3,7
2658,asesinato,3,9
2659,situados,3,8
2660,incluya,3,7
2661,sustentar,3,9
2662,respaldo,3,8
2663,efectivo,3,8
2664,financiar,3,9
2665,perjudicar,3,10
2666,fiduciarios,3,11
2667,objeción,3,8
2668,consideraba,3,11
2669,decidido,3,8
2670,k,3,1
2671,introducido,3,11
2672,uniformes,3,9
2673,reafirmando,3,11
2674,venido,3,6
2675,negros,3,6
2676,extrajudiciales,3,15
2677,religiosos,3,10
2678,socioculturales,3,15
2679,institución,3,11
2680,habrían,3,7
2681,educar,3,6
2682,otorgado,3,8
2683,basándose,3,9
2684,autorizaciones,3,14
2685,matrícula,3,9
2686,fono,3,4
2687,buen,3,4
2688,conceptos,3,9
2689,diputados,3,9
2690,designado,3,9
2691,individual,3,10
2692,vuelto,3,6
2693,ocupar,3,6
2694,doble,3,5
2695,demográfica,3,11
2696,mantenga,3,8
2697,viven,3,5
2698,ejerce,3,6
2699,permítaseme,3,11
2700,urbanas,3,7
2701,precursores,3,11
2702,revista,3,7
2703,pronóstico,3,10
2704,science,3,7
2705,distr,3,5
2706,preocupada,3,10
2707,pérdida,3,7
2708,incidentes,3,10
2709,investigar,3,10
2710,exclusivamente,3,14
2711,suplementaria,3,13
2712,profunda,3,8
2713,nombrar,3,7
2714,harán,3,5
2715,consideradas,3,12
2716,desempeñado,3,11
2717,suministro,3,10
2718,presidentes,3,11
2719,gestiones,3,9
2720,mañana,3,6
2721,étnicos,3,7
2722,favorable,3,9
2723,aplicaciones,3,12
2724,solicitó,3,8
2725,copresidentes,3,13
2726,logros,3,6
2727,declare,3,7
2728,supervivencia,3,13
2729,sudoriental,3,11
2730,alcanzado,3,9
2731,vivían,3,6
2732,splm,3,4
2733,médica,3,6
2734,reanudó,3,7
2735,uniones,3,7
2736,incompatibles,3,13
2737,presuntamente,3,13
2738,campaña,3,7
2739,entero,3,6
2740,solicitan,3,9
2741,específicamente,3,15
2742,tasas,3,5
2743,olp,3,3
2744,continuo,3,8
2745,recíproca,3,9
2746,estimó,3,6
2747,presión,3,7
2748,contenido,3,9
2749,mismos,3,6
2750,cálculo,3,7
2751,sedes,3,5
2752,vigente,3,7
2753,legítimos,3,9
2754,becarios,3,8
2755,actuación,3,9
2756,religiosas,3,10
2757,xxv,3,3
2758,new,3,3
2759,continúan,3,9
2760,definitivo,3,10
2761,continúe,3,8
2762,verdaderamente,3,14
2763,cámara,3,6
2764,págs,3,4
2765,caricom,3,7
2766,médico,3,6
2767,americanos,3,10
2768,africanas,3,9
2769,tocante,3,7
2770,orientaciones,3,13
2771,autorizada,3,10
2772,testigos,3,8
2773,permite,3,7
2774,aspecto,3,7
2775,emigración,3,10
2776,habrá,3,5
2777,indicar,3,7
2778,decenios,3,8
2779,directa,3,7
2780,aportado,3,8
2781,negocios,3,8
2782,componentes,3,11
2783,rigen,3,5
2784,convoque,3,8
2785,checoslovaquia,3,14
2786,descentralización,3,17
2787,enviado,3,7
2788,visitadora,3,10
2789,dichos,3,6
2790,peces,3,5
2791,acepten,3,7
2792,solamente,3,9
2793,participado,3,11
2794,celebraron,3,10
2795,club,3,4
2796,parís,3,5
2797,pagar,3,5
2798,rectores,3,8
2799,resumidas,3,9
2800,nada,3,4
2801,sigan,3,5
2802,embajada,3,8
2803,incapacidad,3,11
2804,commonwealth,3,12
2805,somalíes,3,8
2806,soldados,3,8
2807,profundo,3,8
2808,utilizan,3,8
2809,informa,3,7
2810,levantamiento,3,13
2811,fría,3,4
2812,producido,3,9
2813,woods,3,5
2814,recibidas,3,9
2815,gases,3,5
2816,cirefca,3,7
2817,desempeñan,3,10
2818,reproductiva,3,12
2819,asignado,3,8
2820,alcanzados,3,10
2821,niñez,3,5
2822,ataques,3,7
2823,adoptara,3,8
2824,suplemento,3,10
2825,columna,3,7
2826,reaccionar,3,10
2827,esenciales,3,10
2828,fija,3,4
2829,analizar,3,8
2830,deficiencias,3,12
2831,abolición,3,9
2832,esclavitud,3,10
2833,registrado,3,10
2834,controlar,3,9
2835,deseamos,3,8
2836,pongan,3,6
2837,reflejan,3,8
2838,israelí,3,7
2839,buques,3,6
2840,llamada,3,7
2841,pnuma,3,5
2842,dirigió,3,7
2843,ecosistemas,3,11
2844,honlea,3,6
2845,generar,3,7
2846,sustainable,3,11
2847,tradiciones,3,11
2848,probable,3,8
2849,hubiese,3,7
2850,fisheries,3,9
2851,prioritario,3,11
2852,transmitió,3,10
2853,preliminar,3,10
2854,distribuir,3,10
2855,sirva,3,5
2856,integrados,3,10
2857,seguridades,3,11
2858,interinstitucionales,3,20
2859,definir,3,7
2860,estarán,3,7
2861,compuesto,3,9
2862,compatible,3,10
2863,mencionado,3,10
2864,degradantes,3,11
2865,inhumanos,3,9
2866,crueles,3,7
2867,cometidos,3,9
2868,enmiendas,3,9
2869,vigencia,3,8
2870,versión,3,7
2871,administrativa,3,14
2872,abandonar,3,9
2873,kiev,3,4
2874,aplique,3,7
2875,detallados,3,10
2876,quiero,3,6
2877,esperar,3,7
2878,aplica,3,6
2879,examinando,3,10
2880,estoy,3,5
2881,quien,3,5
2882,resto,3,5
2883,queda,3,5
2884,terroristas,3,11
2885,campamento,3,10
2886,consentimiento,3,14
2887,contratos,3,9
2888,queden,3,6
2889,basura,3,6
2890,addis,3,5
2891,vacunas,3,7
2892,cargas,3,6
2893,fmam,3,4
2894,llevarse,3,8
2895,arriba,3,6
2896,acumulado,3,9
2897,exposición,3,10
2898,breve,3,5
2899,seres,3,5
2900,debidamente,3,11
2901,pma,3,3
2902,camd,3,4
2903,interdependencia,3,16
2904,presidenta,3,10
2905,surgido,3,7
2906,conclusión,3,10
2907,activa,3,6
2908,permiten,3,8
2909,reclusos,3,8
2910,usted,3,5
2911,tratamiento,3,11
2912,abeba,3,5
2913,reglamentación,3,14
2914,trimestre,3,9
2915,órdenes,3,7
2916,específicas,3,11
2917,respondiendo,3,12
2918,oit,3,3
2919,complementaria,3,14
2920,organization,3,12
2921,plenarias,3,9
2922,importación,3,11
2923,formulado,3,9
2924,servir,3,6
2925,peticiones,3,10
2926,iniciados,3,9
2927,formuló,3,7
2928,organizado,3,10
2929,italiano,3,8
2930,resultas,3,8
2931,margen,3,6
2932,provisionales,3,13
2933,bruto,3,5
2934,encuentra,3,9
2935,posteriores,3,11
2936,significativos,3,14
2937,momentos,3,8
2938,pertinencia,3,11
2939,realicen,3,8
2940,enmendada,3,9
2941,ideas,3,5
2942,profesores,3,10
2943,adjudicadora,3,12
2944,pronto,3,6
2945,detenidos,3,9
2946,parientes,3,9
2947,examina,3,7
2948,castigos,3,8
2949,americana,3,9
2950,presuntas,3,9
2951,llegó,3,5
2952,autorizado,3,10
2953,próxima,3,7
2954,constituirá,3,11
2955,exacta,3,6
2956,comparte,3,8
2957,reunidas,3,8
2958,superficie,3,10
2959,comprometido,3,12
2960,idea,3,4
2961,asignadas,3,9
2962,rutas,3,5
2963,hogares,3,7
2964,instalar,3,8
2965,gravemente,3,10
2966,consultar,3,9
2967,abuso,3,5
2968,complace,3,8
2969,corrientes,3,10
2970,modificación,3,12
2971,asilo,3,5
2972,calificadas,3,11
2973,bienestar,3,9
2974,difundir,3,8
2975,labores,3,7
2976,mitigar,3,7
2977,última,3,6
2978,refieren,3,8
2979,media,3,5
2980,integrante,3,10
2981,votantes,3,8
2982,reflejar,3,8
2983,habido,3,6
2984,productores,3,11
2985,clave,3,5
2986,alentar,3,7
2987,voluntarias,3,11
2988,sustantivo,3,10
2989,impedir,3,7
2990,partidos,3,8
2991,ciencias,3,8
2992,dieron,3,6
2993,ayudó,3,5
2994,consciente,3,10
2995,iniciado,3,8
2996,mediano,3,7
2997,examinarse,3,10
2998,conjuntas,3,9
2999,intermedio,3,10
3000,disminuido,3,10
3001,utilidad,3,8
3002,jurídicamente,3,13
3003,siga,3,4
3004,contabilidad,2,12
3005,primeros,2,8
3006,examinados,2,10
3007,gratitud,2,8
3008,complementarias,2,15
3009,contaban,2,8
3010,prueba,2,6
3011,acogida,2,7
3012,proporcione,2,11
3013,desastre,2,8
3014,inmigración,2,11
3015,ratificado,2,10
3016,autora,2,6
3017,incentivos,2,10
3018,senderos,2,8
3019,ccpr,2,4
3020,ende,2,4
3021,conseguidas,2,11
3022,establecerá,2,11
3023,selección,2,9
3024,aplicado,2,8
3025,denominado,2,10
3026,extremismo,2,10
3027,universales,2,11
3028,sudaneses,2,9
3029,litigios,2,8
3030,subsección,2,10
3031,singular,2,8
3032,indispensables,2,14
3033,aparece,2,7
3034,concierne,2,9
3035,beneficiaron,2,12
3036,vacantes,2,8
3037,rwandeses,2,9
3038,contenían,2,9
3039,requisitos,2,10
3040,plantear,2,8
3041,deseen,2,6
3042,presenté,2,8
3043,celebrarán,2,10
3044,someterlo,2,9
3045,visitantes,2,10
3046,pagado,2,6
3047,demasiado,2,9
3048,requieren,2,9
3049,salarios,2,8
3050,adquiridos,2,10
3051,automática,2,10
3052,intelectual,2,11
3053,amplitud,2,8
3054,coordinara,2,10
3055,seychelles,2,10
3056,yokohama,2,8
3057,lagunas,2,7
3058,tropiezan,2,9
3059,preparó,2,7
3060,detalladas,2,10
3061,declararon,2,10
3062,mensuales,2,9
3063,atendiendo,2,10
3064,existiendo,2,10
3065,rural,2,5
3066,sustento,2,8
3067,mandela,2,7
3068,nacionalidad,2,12
3069,sucesión,2,8
3070,preponderante,2,13
3071,confederación,2,13
3072,correcto,2,8
3073,soliciten,2,9
3074,consultivas,2,11
3075,mantendrá,2,9
3076,debajo,2,6
3077,tokelau,2,7
3078,entrega,2,7
3079,línea,2,5
3080,santo,2,5
3081,regeneración,2,12
3082,disabled,2,8
3083,sáhara,2,6
3084,inventario,2,10
3085,insuficiencia,2,13
3086,entrañar,2,8
3087,crónica,2,7
3088,desmilitarizadas,2,16
3089,resolverlos,2,11
3090,desmilitarización,2,17
3091,imponer,2,7
3092,indígena,2,8
3093,agrícola,2,8
3094,nadia,2,5
3095,insuficientes,2,13
3096,demográfico,2,11
3097,aumentó,2,7
3098,abstención,2,10
3099,integran,2,8
3100,logrados,2,8
3101,complejos,2,9
3102,trigésimo,2,9
3103,mitigación,2,10
3104,regla,2,5
3105,recrudecimiento,2,15
3106,peace,2,5
3107,convocara,2,9
3108,cometidas,2,9
3109,inferior,2,8
3110,históricos,2,10
3111,resultaba,2,9
3112,incoar,2,6
3113,noble,2,5
3114,recibe,2,6
3115,xi,2,2
3116,sometidos,2,9
3117,extrapresupuestarias,2,20
3118,naval,2,5
3119,federation,2,10
3120,presuntos,2,9
3121,vecindad,2,8
3122,ratificó,2,8
3123,establecieran,2,13
3124,intenciones,2,11
3125,reconocidas,2,11
3126,revitalizar,2,11
3127,soberana,2,8
3128,cdi,2,3
3129,adaptación,2,10
3130,pnufid,2,6
3131,vulnerabilidad,2,14
3132,área,2,4
3133,invernadero,2,11
3134,change,2,6
3135,quiere,2,6
3136,abarcar,2,7
3137,amsterdam,2,9
3138,pnb,2,3
3139,memorando,2,9
3140,forest,2,6
3141,aut,2,3
3142,solicite,2,8
3143,supernumerario,2,14
3144,aprueba,2,7
3145,autorizó,2,8
3146,libres,2,6
3147,reestructurado,2,14
3148,marine,2,6
3149,auspicios,2,9
3150,envejecimiento,2,14
3151,normal,2,6
3152,limitado,2,8
3153,sindicales,2,10
3154,mortal,2,6
3155,rechaza,2,7
3156,secundarias,2,11
3157,excelentes,2,10
3158,compuestos,2,10
3159,aportar,2,7
3160,basan,2,5
3161,administradas,2,13
3162,financiados,2,11
3163,preste,2,6
3164,construir,2,9
3165,environmental,2,13
3166,terrestre,2,9
3167,atribuye,2,8
3168,mantuvieran,2,11
3169,unardol,2,7
3170,consulares,2,10
3171,extraordinarias,2,15
3172,dignatarios,2,11
3173,emigrar,2,7
3174,establecieron,2,13
3175,necesite,2,8
3176,multirracial,2,12
3177,canada,2,6
3178,nutricional,2,11
3179,afectado,2,8
3180,autónomo,2,8
3181,maestros,2,8
3182,significado,2,11
3183,sexos,2,5
3184,integrar,2,8
3185,grecochipriota,2,14
3186,oceánicos,2,9
3187,sujetos,2,7
3188,bonificación,2,12
3189,operador,2,8
3190,sumas,2,5
3191,rendir,2,6
3192,regularmente,2,12
3193,escasas,2,7
3194,encuentren,2,10
3195,actuaciones,2,11
3196,dólar,2,5
3197,considerables,2,13
3198,espacios,2,8
3199,deterioro,2,9
3200,california,2,10
3201,brindan,2,7
3202,instamos,2,8
3203,provisión,2,9
3204,siguieron,2,9
3205,dificultad,2,10
3206,antipersonal,2,12
3207,publicidad,2,10
3208,normales,2,8
3209,suministrados,2,13
3210,comision,2,8
3211,suyas,2,5
3212,albanés,2,7
3213,destitución,2,11
3214,obtención,2,9
3215,contingente,2,11
3216,marginados,2,10
3217,preventivo,2,10
3218,krill,2,5
3219,continuamente,2,13
3220,permitan,2,8
3221,boletín,2,7
3222,conocidos,2,9
3223,administradores,2,15
3224,pluralista,2,10
3225,atentan,2,7
3226,integradas,2,10
3227,aretz,2,5
3228,extenderse,2,10
3229,manifestación,2,13
3230,aportes,2,7
3231,superar,2,7
3232,contrarias,2,10
3233,ocuparse,2,8
3234,administre,2,10
3235,gasolina,2,8
3236,endeudamiento,2,13
3237,circular,2,8
3238,invalidez,2,9
3239,legislaciones,2,13
3240,recargas,2,8
3241,unikom,2,6
3242,merced,2,6
3243,evaluaciones,2,12
3244,haberla,2,7
3245,perder,2,6
3246,j,2,1
3247,utiliza,2,7
3248,inercia,2,7
3249,directo,2,7
3250,sustantiva,2,10
3251,preparatoria,2,12
3252,grado,2,5
3253,escogidos,2,9
3254,reemplazan,2,10
3255,cuantitativos,2,13
3256,subprogramas,2,12
3257,prohibiciones,2,13
3258,administraciones,2,16
3259,recordar,2,8
3260,externo,2,7
3261,bonn,2,4
3262,migratorias,2,11
3263,permanecer,2,10
3264,portátiles,2,10
3265,reflejaba,2,9
3266,tomará,2,6
3267,indiscriminados,2,15
3268,cartagena,2,9
3269,continuidad,2,11
3270,restauración,2,12
3271,porvenir,2,8
3272,verbalmente,2,11
3273,registradas,2,11
3274,generosamente,2,13
3275,orientadas,2,10
3276,tropical,2,8
3277,descenso,2,8
3278,excesivamente,2,13
3279,arafat,2,6
3280,inseguridad,2,11
3281,preámbulo,2,9
3282,conceda,2,7
3283,añadirían,2,9
3284,utensilios,2,10
3285,ulterior,2,8
3286,yasser,2,6
3287,plantean,2,8
3288,cocina,2,6
3289,amenazadas,2,10
3290,desigualdades,2,13
3291,nocivas,2,7
3292,corregir,2,8
3293,gasto,2,5
3294,desechos,2,8
3295,depósitos,2,9
3296,comités,2,7
3297,goce,2,4
3298,raiko,2,5
3299,interesante,2,11
3300,lectura,2,7
3301,arresto,2,7
3302,firmar,2,6
3303,respondió,2,9
3304,oradores,2,8
3305,estipulado,2,10
3306,impuestos,2,9
3307,ampliada,2,8
3308,reciba,2,6
3309,éticos,2,6
3310,relacionarse,2,12
3311,socialmente,2,11
3312,comportarse,2,11
3313,adaptarse,2,9
3314,enseñarle,2,9
3315,soberano,2,8
3316,claridad,2,8
3317,custodia,2,8
3318,climáticos,2,10
3319,subtema,2,7
3320,suboficinas,2,11
3321,compartimos,2,11
3322,entrevista,2,10
3323,raichev,2,7
3324,limite,2,6
3325,trabajan,2,8
3326,intercambiar,2,12
3327,aporten,2,7
3328,expreso,2,7
3329,ejecuten,2,8
3330,llegue,2,6
3331,cci,2,3
3332,press,2,5
3333,oslo,2,4
3334,concluyó,2,8
3335,estatutos,2,9
3336,oponerse,2,8
3337,procedentes,2,11
3338,alternativa,2,11
3339,fraudes,2,7
3340,verdadera,2,9
3341,precedentes,2,11
3342,posteriormente,2,14
3343,detallada,2,9
3344,asistió,2,7
3345,oposición,2,9
3346,aviación,2,8
3347,maltrato,2,8
3348,sospechosos,2,11
3349,generalizada,2,12
3350,importadores,2,12
3351,encomió,2,7
3352,realizarse,2,10
3353,mencionadas,2,11
3354,organizadas,2,11
3355,abandono,2,8
3356,complacido,2,10
3357,mantenido,2,9
3358,aquí,2,4
3359,corre,2,5
3360,previas,2,7
3361,conservar,2,9
3362,deforestación,2,13
3363,abusiva,2,7
3364,discriminatorio,2,15
3365,precisar,2,8
3366,correcta,2,8
3367,entiende,2,8
3368,informados,2,10
3369,críticas,2,8
3370,reprimir,2,8
3371,reúna,2,5
3372,determine,2,9
3373,concluido,2,9
3374,dependientes,2,12
3375,judicatura,2,10
3376,indiscriminado,2,14
3377,hablado,2,7
3378,iban,2,4
3379,croata,2,6
3380,idioma,2,6
3381,véanse,2,6
3382,dejar,2,5
3383,tuvimos,2,7
3384,pcn,2,3
3385,urbanos,2,7
3386,descentralizadas,2,16
3387,dignidad,2,8
3388,referente,2,9
3389,p,2,1
3390,abordó,2,6
3391,fije,2,4
3392,obligatoria,2,11
3393,potestad,2,8
3394,apelación,2,9
3395,exploración,2,11
3396,patria,2,6
3397,larga,2,5
3398,equipamiento,2,12
3399,análogo,2,7
3400,presentaran,2,11
3401,aparecen,2,8
3402,discapacidad,2,12
3403,discapacitados,2,14
3404,acogiendo,2,9
3405,encaminado,2,10
3406,complacida,2,10
3407,negativa,2,8
3408,menciona,2,8
3409,eide,2,4
3410,lamentable,2,10
3411,posea,2,5
3412,programático,2,12
3413,boletines,2,9
3414,trimestrales,2,12
3415,números,2,7
3416,valiosa,2,7
3417,report,2,6
3418,impresos,2,8
3419,basarse,2,7
3420,alimentarias,2,12
3421,determinado,2,11
3422,miércoles,2,9
3423,creencias,2,9
3424,siquiera,2,8
3425,tenemos,2,7
3426,ira,2,3
3427,consideró,2,9
3428,frustración,2,11
3429,vinculantes,2,11
3430,bloqueo,2,7
3431,reconozca,2,9
3432,arbitrarias,2,11
3433,referentes,2,10
3434,basaron,2,7
3435,facilitada,2,10
3436,queremos,2,8
3437,basaban,2,7
3438,electricidad,2,12
3439,atrasados,2,9
3440,facilita,2,8
3441,pautas,2,6
3442,preparatorios,2,13
3443,examinen,2,8
3444,manifiesto,2,10
3445,armonizar,2,9
3446,niñas,2,5
3447,mantiene,2,8
3448,estará,2,6
3449,acoso,2,5
3450,combinación,2,11
3451,moral,2,5
3452,demográficos,2,12
3453,despilfarro,2,11
3454,autodeterminación,2,17
3455,introductoria,2,13
3456,divulgación,2,11
3457,aliados,2,7
3458,modernos,2,8
3459,débiles,2,7
3460,estudiando,2,10
3461,afectar,2,7
3462,temático,2,8
3463,disponibilidad,2,14
3464,vieron,2,6
3465,xiv,2,3
3466,devaluación,2,11
3467,vinculación,2,11
3468,carece,2,6
3469,albergar,2,8
3470,lenguas,2,7
3471,entorno,2,7
3472,subsidios,2,9
3473,profundidad,2,11
3474,raíz,2,4
3475,vacaciones,2,10
3476,literatura,2,10
3477,yakarta,2,7
3478,discusión,2,9
3479,dejado,2,6
3480,caída,2,5
3481,sugirió,2,7
3482,auxiliar,2,8
3483,utilizara,2,9
3484,infinito,2,8
3485,obtenidas,2,9
3486,continuarán,2,11
3487,progresiva,2,10
3488,acumuladas,2,10
3489,convertibles,2,12
3490,deberes,2,7
3491,convencido,2,10
3492,hacerles,2,8
3493,suficientemente,2,15
3494,puerta,2,6
3495,millones,2,8
3496,privación,2,9
3497,ksentini,2,8
3498,incluían,2,8
3499,redoblen,2,8
3500,resurgimiento,2,13
3501,perjudiciales,2,13
3502,frecuentes,2,10
3503,cp,2,2
3504,coloniales,2,10
3505,juristas,2,8
3506,octava,2,6
3507,terre,2,5
3508,hommes,2,6
3509,pretexto,2,8
3510,enorme,2,6
3511,sagrados,2,8
3512,amigo,2,5
3513,peregrinos,2,10
3514,disponen,2,8
3515,incansables,2,11
3516,grados,2,6
3517,adolescencia,2,12
3518,decretos,2,8
3519,rumbo,2,5
3520,caminos,2,7
3521,inocencia,2,9
3522,acordes,2,7
3523,aparatos,2,8
3524,kilómetros,2,10
3525,concentración,2,13
3526,aclarar,2,7
3527,ulteriormente,2,13
3528,mostaza,2,7
3529,erradicar,2,9
3530,finalización,2,12
3531,supone,2,6
3532,propicio,2,8
3533,transformación,2,14
3534,funcionar,2,9
3535,interinstitucional,2,18
3536,preparados,2,10
3537,pc,2,2
3538,figuraba,2,8
3539,provenientes,2,12
3540,arusha,2,6
3541,destaca,2,7
3542,eso,2,3
3543,justice,2,7
3544,asociado,2,8
3545,quede,2,5
3546,representado,2,12
3547,cantidades,2,10
3548,finalizado,2,10
3549,apnu,2,4
3550,parlamentarios,2,14
3551,mohammed,2,8
3552,libras,2,6
3553,pagarán,2,7
3554,copia,2,5
3555,tercero,2,7
3556,policiales,2,10
3557,inviolabilidad,2,14
3558,efectúe,2,7
3559,alfabetización,2,14
3560,recepción,2,9
3561,realizó,2,7
3562,fmln,2,4
3563,genocidio,2,9
3564,subsidio,2,8
3565,haga,2,4
3566,significativamente,2,18
3567,decisiva,2,8
3568,convencida,2,10
3569,reproduce,2,9
3570,francesas,2,9
3571,acompañados,2,11
3572,imperio,2,7
3573,sufrimientos,2,12
3574,causen,2,6
3575,competen,2,8
3576,mohamed,2,7
3577,convencer,2,9
3578,fuere,2,5
3579,sobres,2,6
3580,aprovechen,2,10
3581,emisión,2,7
3582,religiosa,2,9
3583,indudablemente,2,14
3584,tendría,2,7
3585,líneas,2,6
3586,aceptabilidad,2,13
3587,recibida,2,8
3588,business,2,8
3589,pesqueras,2,9
3590,unavem,2,6
3591,comandante,2,10
3592,ninguno,2,7
3593,verbal,2,6
3594,combatir,2,8
3595,redes,2,5
3596,comisionada,2,11
3597,islámicos,2,9
3598,alimentaria,2,11
3599,tratan,2,6
3600,earth,2,5
3601,prevenir,2,8
3602,torno,2,5
3603,impunidad,2,9
3604,estricta,2,8
3605,celebrarse,2,10
3606,progress,2,8
3607,tutela,2,6
3608,movilidad,2,9
3609,fdi,2,3
3610,inferiores,2,10
3611,domésticas,2,10
3612,simples,2,7
3613,reforzado,2,9
3614,cnuah,2,5
3615,creando,2,7
3616,ejercer,2,7
3617,organisation,2,12
3618,divisas,2,7
3619,section,2,7
3620,forense,2,7
3621,privatizaciones,2,15
3622,leva,2,4
3623,cook,2,4
3624,exceda,2,6
3625,inmigrantes,2,11
3626,proporcionado,2,13
3627,desplazamiento,2,14
3628,ompi,2,4
3629,fecundidad,2,10
3630,presiones,2,9
3631,encomendó,2,9
3632,credibilidad,2,12
3633,ocde,2,4
3634,vasta,2,5
3635,terminar,2,8
3636,renamo,2,6
3637,zajo,2,4
3638,culpable,2,8
3639,dispositiva,2,11
3640,revisó,2,6
3641,liberia,2,7
3642,informado,2,9
3643,impulsar,2,8
3644,excmo,2,5
3645,migratorios,2,11
3646,agradezco,2,9
3647,ratificar,2,9
3648,posiciones,2,10
3649,emplea,2,6
3650,contabilizan,2,12
3651,liquidar,2,8
3652,nombrados,2,9
3653,activo,2,6
3654,auditores,2,9
3655,época,2,5
3656,sujumi,2,6
3657,revela,2,6
3658,acusaciones,2,11
3659,formulará,2,9
3660,candidatos,2,10
3661,pertenencia,2,11
3662,miles,2,5
3663,gozarán,2,7
3664,sobrevivir,2,10
3665,ven,2,3
3666,complementarios,2,15
3667,activos,2,7
3668,dehok,2,5
3669,mosul,2,5
3670,arbil,2,5
3671,tall,2,4
3672,afar,2,4
3673,presentarse,2,11
3674,debían,2,6
3675,amadiya,2,7
3676,prohíbe,2,7
3677,aeronaves,2,9
3678,yugoslavos,2,10
3679,publicará,2,9
3680,entregadas,2,10
3681,residente,2,9
3682,revaluación,2,11
3683,cabida,2,6
3684,basa,2,4
3685,buenos,2,6
3686,sanitaria,2,9
3687,emancipación,2,12
3688,camboyana,2,9
3689,dimensión,2,9
3690,atributos,2,9
3691,calle,2,5
3692,carreteras,2,10
3693,dieran,2,6
3694,artillería,2,10
3695,nombrado,2,8
3696,aee,2,3
3697,permítame,2,9
3698,gratuitamente,2,13
3699,aplicable,2,9
3700,agrava,2,6
3701,incrementar,2,11
3702,enfrentamientos,2,15
3703,aplicados,2,9
3704,contempla,2,9
3705,preceptos,2,9
3706,respetar,2,8
3707,mejorado,2,8
3708,cat,2,3
3709,detenido,2,8
3710,transitoria,2,11
3711,prometieron,2,11
3712,pactos,2,6
3713,anterioridad,2,12
3714,constituido,2,11
3715,criminal,2,8
3716,áreas,2,5
3717,expresan,2,8
3718,condenada,2,9
3719,concertar,2,9
3720,alquiladas,2,10
3721,estarían,2,8
3722,fuese,2,5
3723,concuerda,2,9
3724,restableció,2,11
3725,provocó,2,7
3726,cultivadas,2,10
3727,pido,2,4
3728,federales,2,9
3729,gozar,2,5
3730,limítrofes,2,10
3731,ala,2,3
3732,partido,2,7
3733,meta,2,4
3734,resolverá,2,9
3735,visitara,2,8
3736,contrario,2,9
3737,trabajado,2,9
3738,dirigidos,2,9
3739,flagrante,2,9
3740,protegidas,2,10
3741,oro,2,3
3742,importaciones,2,13
3743,pasó,2,4
3744,publicó,2,7
3745,patrón,2,6
3746,sustituir,2,9
3747,bretton,2,7
3748,litros,2,6
3749,incumbían,2,9
3750,impone,2,6
3751,procediera,2,10
3752,huido,2,5
3753,habló,2,5
3754,religioso,2,9
3755,unitar,2,6
3756,series,2,6
3757,treaty,2,6
3758,publicados,2,10
3759,afiliación,2,10
3760,erróneas,2,8
3761,testimonios,2,11
3762,hechas,2,6
3763,originados,2,10
3764,muertes,2,7
3765,coercitivas,2,11
3766,preventivas,2,11
3767,poseen,2,6
3768,costas,2,6
3769,detenida,2,8
3770,voz,2,3
3771,físicos,2,7
3772,transcurrido,2,12
3773,exigía,2,6
3774,constituía,2,10
3775,aplicadas,2,9
3776,kabul,2,5
3777,adquirida,2,9
3778,alude,2,5
3779,diplomáticas,2,12
3780,suspensión,2,10
3781,paulatinamente,2,14
3782,daba,2,4
3783,reduciendo,2,10
3784,compatibles,2,11
3785,asignarse,2,9
3786,invitaron,2,9
3787,avances,2,7
3788,bruselas,2,8
3789,promesa,2,7
3790,recesión,2,8
3791,prepare,2,7
3792,emprendidos,2,11
3793,utilizarse,2,10
3794,regirse,2,7
3795,formato,2,7
3796,anuncio,2,7
3797,albanesa,2,8
3798,minoría,2,7
3799,aclamación,2,10
3800,envió,2,5
3801,jornada,2,7
3802,organizaron,2,11
3803,complemento,2,11
3804,cultivada,2,9
3805,cadena,2,6
3806,tel,2,3
