Reference	EN	ES
doc#6533	"<s> Small island developing States have valuable resources , including oceans , coastal environments , biodiversity and , most importantly , human resources . </s>"	"<s> Los pequeños Estados insulares en desarrollo poseen recursos valiosos , entre ellos océanos , costas , diversidad biológica y , lo que es más importante , recursos humanos . </s>"
doc#6533	"<s> Small islands tend to have high degrees of endemism and levels of biodiversity , but the relatively small numbers of the various species impose high risks of extinction and create a need for protection . </s>"	"<s> Las islas pequeñas suelen tener un grado elevado de endemicidad y altos niveles de diversidad biológica , pero el número relativamente reducido de especies acarrea un elevado riesgo de extinción y hace necesaria su protección . </s>"
doc#6533	"<s> Point source pollution from industrial wastes and sewage , inappropriately sited and poorly managed garbage dumps and the disposal of toxic chemicals are significant contributors to marine pollution and coastal degradation . </s>"	"<s> La contaminación desde fuentes localizadas producida por desechos industriales y aguas residuales , los vertederos de basura situados en lugares inadecuados y mal administrados y la eliminación de productos químicos tóxicos son factores que contribuyen de manera significativa a la contaminación del mar y a la degradación de las costas . </s>"
doc#6533	"<s> 32 . The major long-term land management issue in small island developing States is the degradation of the limited land area due to a variety of factors , including overuse because of high population pressure on a limited resource base ; deforestation due to unsustainable commercial logging or permanent conversion to agricultural or grazing pursuits ; and other episodic events , such as fire . </s>"	"<s> 32 . </s><s> El principal problema a largo plazo de la ordenación de las tierras de los pequeños Estados insulares en desarrollo es la degradación de su limitada superficie terrestre por diversos factores , entre ellos , la utilización excesiva originada por la presión que ejerce una población numerosa sobre una base de recursos limitada ; la deforestación ocasionada por una explotación comercial insostenible o por la conversión permanente de los bosques en tierras de cultivo o pastos ; y otras contingencias , como los incendios . </s>"
doc#6533	"<s> Noting with joy the successful conclusion of the historic elections in South Africa , </s>"	"<s> Notando complacida que hayan concluido con éxito las históricas elecciones en Sudáfrica , </s>"
doc#6540	"<s> The next largest beneficiaries were Trinidad and Tobago ( 7 per cent ) , Mauritius ( 4 per cent ) and Cape Verde ( 3.7 per cent ) . </s>"	"<s> Los siguieron Trinidad y Tabago ( 7 % ) , Mauricio ( 4 % ) y Cabo Verde ( 3,7 % ) . </s>"
doc#6548	"<s> Hopefully , Norway will soon be joined by other donor countries fulfilling the target of allocating at least 4 per cent of official development assistance ( ODA ) to population programmes . </s>"	<s> Cabe esperar que pronto se sumen a Noruega otros países donantes para cumplir el objetivo de asignar por lo menos el 4 % de la asistencia oficial para el desarrollo a los programas de población . </s>
doc#6549	"<s> In devising the appropriate balance between funding sources , more attention should be given to South-South cooperation as well as to new ways of mobilizing private contributions , particularly in partnership with non-governmental organizations . </s>"	"<s> 14.16 Para establecer un equilibrio adecuado entre las fuentes de financiación , se debe prestar más atención a la cooperación Sur-Sur y a los nuevos medios de movilizar las contribuciones privadas , sobre todo en asociación con las organizaciones no gubernamentales . </s>"
doc#6549	"<s> The Chairman of the Main Committee was Fred Sai ( Ghana ) , who was elected by acclamation at the 1st plenary meeting of the Conference , on 5 September . </s>"	"<s> 4 . </s><s> El Sr . </s><s> Fred Sai ( Ghana ) fue elegido por aclamación Presidente de la Comisión Principal en la primera sesión plenaria de la Conferencia , celebrada el 5 de septiembre . </s>"
doc#6549	"<s> The document , especially in its use of this term , remains marked by an individualistic understanding of sexuality which does not give due attention to the mutual love and decision-making that characterizes the conjugal relationship . </s>"	"<s> En el documento , especialmente en su utilización de la expresión , se percibe una idea individualista de la sexualidad que no presta la atención debida al amor recíproco y a la adopción de decisiones que caracterizan la relación conyugal . </s>"
doc#6553	"<s> The United Nations Expert Group Meeting on Population and Women , held in preparation for the 1994 International Conference on Population and Development , noted a number of critical data and research needs , including information on women '' s and men '' s and children '' s diverse economic , domestic and resource management roles , and use of time to fulfil those roles . </s>"	"<s> La reunión del Grupo de Expertos de las Naciones Unidas sobre la Población y la Mujer , celebrada en preparación de la Conferencia Internacional sobre la Población y el Desarrollo de 1994 señaló a la atención varias necesidades críticas de datos e investigación , incluso información sobre las diversas funciones económicas , domésticas y de gestión de recursos de las mujeres , los hombres y los niños y el uso del tiempo para desempeñar esas funciones . </s>"
doc#6553	"<s> Although the proportion of youth enrolled in school has experienced a substantial expansion , the absolute number of children not attending school has actually increased . </s>"	"<s> Si bien la proporción de jóvenes matriculados ha experimentado una expansión considerable , el número absoluto de niños que realmente no asisten a la escuela ha aumentado . </s>"
doc#6553	"<s> The Forum adopted by consensus the Amsterdam Declaration on a Better Life for Future Generations ( A/ C .2/44/6 , annex ) , which laid down a blueprint for needed urgent action in the population field . </s>"	"<s> En el Foro se adoptó por consenso la Declaración de Amsterdam sobre una Vida Mejor para las Generaciones Futuras ( A/C.2/44/6 , anexo ) en la que se establecía un proyecto básico para las actividades urgentes necesarias en la esfera de la población . </s>"
doc#6553	<s> Among other key areas for future studies is research on sociocultural factors affecting demographic behaviour in urban squatter settlements . </s>	"<s> Entre las esferas clave que deberán ser objeto de futuros estudios , cabe señalar la investigación de los factores socioculturales que inciden en el comportamiento demográfico de los ocupantes sin título de los asentamientos urbanos . </s>"
doc#6553	"<s> I , Resolutions Adopted by the Conference ( United Nations publication , Sales No. </s><s> E.93. </s><s> I.8 and corrigendum ) , resolution 1 , annex I. </s>"	"<s> 72 Informe de la Conferencia de las Naciones Unidas sobre el Medio Ambiente y el Desarrollo , Río de Janeiro , 3 a 14 de junio de 1992 , vol . </s><s> I , Resoluciones aprobadas por la Conferencia ( publicación de las Naciones Unidas , número de venta : S.93.I.8 y corrección ) , resolución 1 , anexo I. </s>"
doc#6554	<s> 32 . Changes to traditional family structures in the developing world have led many countries to express concern over the number of elderly people who find themselves without kin to look after them . </s>	<s> 32 . </s><s> Los cambios de las estructuras familiares tradicionales en el mundo en desarrollo han llevado a muchos países a expresar preocupación por el número de personas de edad avanzada que se encuentran sin parientes que se hagan cargo de ellas . </s>
doc#6554	<s> Liberia </s>	<s> Liberia </s>
doc#6560	"<s> 36 . As a follow-up to the regional conferences , several subregional conferences have been held . </s>"	"<s> 36 . </s><s> Como complemento de las conferencias regionales , se han celebrado varias conferencias subregionales . </s>"
doc#6561	"<s> Booklets have been developed to disseminate knowledge and generate discussions at the community level on human reproduction , family life , population and agriculture , natural resources and the environment . </s>"	"<s> Se han redactado folletos para difundir conocimientos y generar el debate a nivel comunitario sobre la reproducción humana , vida familiar , población y agricultura , recursos naturales y medio ambiente . </s>"
doc#6562	"<s> The recommendations for action made here are formulated in a spirit of consensus and international cooperation , recognizing that the formulation and implementation of population policies is the responsibility of each country and should take into account the economic , social , cultural and political diversity of conditions in each country , as well as the shared responsibilities of all the world '' s people for a common future . </s>"	"<s> Las recomendaciones para la adopción de medidas que contiene el presente documento se formulan con espíritu de consenso y cooperación internacional , reconociendo que la formulación y ejecución de políticas demográficas es responsabilidad de cada país y debe tener en cuenta sus diversas condiciones económicas , sociales , culturales y políticas , así como la responsabilidad que comparten todos los pueblos del mundo en lo que respecta al logro de un futuro común . </s>"
doc#6562	"<s> Within the context of the activities of the International Decade of the World '' s Indigenous People , the United Nations should , in full cooperation and collaboration with indigenous people and their relevant organizations , develop an enhanced understanding of indigenous people and aggregate data on their population patterns , both current and historical , as a means of improving the understanding of the population status of indigenous people . </s>"	"<s> 6.23 En el contexto de las actividades del Decenio Internacional de las Poblaciones Indígenas del Mundo , las Naciones Unidas deberían , en plena colaboración y cooperación con las poblaciones indígenas y sus organizaciones pertinentes , promover una mayor comprensión de las poblaciones indígenas y consolidar la información de sus modalidades demográficas , tanto actuales como históricas , como forma de mejorar la comprensión de la situación demográfica de las poblaciones indígenas . </s>"
doc#6562	<s> A crucially urgent challenge to the international donor community is therefore the translation of their commitment to the objectives and quantitative goals of the present Programme of Action into commensurate financial contributions to population programmes in developing countries and countries in transition . </s>	<s> La comunidad internacional de donantes se halla ante la urgente necesidad de plasmar su compromiso de alcanzar los objetivos y las metas cuantitativas del presente Programa de Acción en contribuciones financieras que guarden relación con los programas de población en los países en desarrollo y los países en transición . </s>
doc#6562	<s> Chapter XV </s>	<s> Capítulo XV </s>
doc#6571	"<s> The President may propose to the Conference the closing of the list of speakers , a limitation on the time to be allowed to speakers and on the number of times the representative of each participant in the Conference may speak on a question , the adjournment or the closure of the debate and the suspension or the adjournment of a meeting . </s>"	"<s> El Presidente podrá proponer a la Conferencia el cierre de la lista de oradores , la limitación del tiempo de uso de la palabra y del número de intervenciones que podrán hacer sobre un asunto los representantes de cada participante en la Conferencia , el aplazamiento o el cierre del debate y la suspensión o el levantamiento de una sesión . </s>"
doc#6571	<s> The Chairman or Rapporteur of the Main Committee or the representative of a subcommittee or working group may be accorded precedence for the purpose of explaining the conclusions arrived at by the body concerned . </s>	<s> Podrá darse precedencia al Presidente o al Relator de la Comisión Principal o al representante de una subcomisión o de un grupo de trabajo a fin de que exponga las conclusiones a que haya llegado ese órgano . </s>
doc#6572	<s> ( a ) Progress report of the Secretary-General of the Conference on the preparations for the International Conference on Population and Development ( A/CONF.171/PC/2 ) ( item 3 ) ; </s>	<s> a ) Informe de la Secretaria General de la Conferencia sobre la marcha de los preparativos para la Conferencia Internacional sobre la Población y el Desarrollo ( A/CONF.171/PC/2 ) ( tema 3 ) ; </s>
doc#6602	"<s> 1 . The General Assembly , in resolution 44/236 , urged the organs , organizations and bodies of the United Nations system to accord priority , as appropriate and in a concerted manner , to natural disaster preparedness , prevention , relief and short-term recovery including economic damage and risk assessment in their operational activities . </s>"	"<s> 1 . </s><s> En su resolución 44/236 , la Asamblea General instó a los órganos , organizaciones y organismos del sistema de las Naciones Unidas a que otorgaran prioridad en sus actividades operacionales , según procediera y de manera concertada , a la preparación para casos de desastres naturales y a las medidas de prevención , socorro y recuperación a corto plazo , inclusive la evaluación del riesgo de daño económico . </s>"
doc#6602	"<s> It also publishes , biannually , the International Forest Fire News , which is intended to enhance the exchange of information on wildland fire management and sciences . </s>"	"<s> Publica también semestralmente el International Forest Fire News , que se propone aumentar el intercambio de informaciones sobre las actividades de lucha contra los incendios en las tierras no cultivadas y sobre las ciencias aplicables en la materia . </s>"
doc#6603	"<s> 88 . For the period 1990-1994 , 25 projects held 71 meetings or workshops which were attended by about 1,000 persons from 154 nations , United Nations agencies and international scientific and technical organizations . </s>"	"<s> 88 . </s><s> Para el período 1990-1994 , en el marco de 25 proyectos se organizaron 71 reuniones o talleres a los que asistieron unas 1.000 personas de 154 países , organismos de las Naciones Unidas y organizaciones internacionales científicas y técnicas . </s>"
doc#6643	"<s> 3 . Transmit the outcome of the World Conference to the mid-term global review conference on the implementation of the Programme of Action for Least Developed Countries , to be held in 1995 as decided by the Assembly in its resolution 48/171 . </s>"	"<s> 3 . </s><s> La transmisión de los resultados de la Conferencia Mundial a la conferencia de revisión global de mitad de período sobre la aplicación del Programa de Acción para los países menos adelantados , que se celebrará en 1995 con arreglo a lo decidido por la Asamblea General en su resolución 48/171 . </s>"
doc#6650	<s> for the Fourth United Nations Development </s>	"<s> Aplicación de los compromisos y las políticas convenidos en la Declaración sobre la cooperación económica internacional y , en particular , la reactivación del crecimiento económico y el desarrollo de los países en desarrollo y aplicación de la Estrategia Internacional del Desarrollo para el Cuarto Decenio de las Naciones Unidas para el Desarrollo ( A/48/721 ) </s>"
doc#6650	<s> American Refugees ( A/48/631 ) . 113 20 December 1993 </s>	<s> Conferencia Internacional sobre Refugiados Centroamericanos ( A/48/631 ) </s>
doc#6650	"<s> At its 87th plenary meeting , on 23 December 1993 , the General Assembly , apart from organizational matters and items that may have to be considered by operation of the rules of procedure of the Assembly , decided that the following agenda items remained for consideration during the forty-eighth session : </s>"	"<s> En su 87ª sesión plenaria , celebrada el 23 de diciembre de 1993 , la Asamblea General decidió que , aparte de las cuestiones de organización y los temas que tuviera que examinar por ministerio del reglamento de la Asamblea , siguieran en estudio durante el cuadragésimo octavo período de sesiones los siguientes temas del programa : </s>"
doc#6650	"<s> Social development , including questions relating to the world social situation and to youth , ageing , disabled persons and the family 74/ </s>"	"<s> Desarrollo social , incluidas las cuestiones relativas a la situación social en el mundo y a los jóvenes , el envejecimiento , los impedidos y la familia74 </s>"
doc#6650	"<s> decided to continue its consideration of the item entitled "" Request for an advisory opinion from the International Court of Justice "" and to include it in the provisional agenda of its forty-ninth session . </s>"	"<s> , decidió continuar su examen del tema titulado "" Solicitud de una opinión consultiva de la Corte Internacional de Justicia "" e incluirlo en el programa provisional de su cuadragésimo noveno período de sesiones . </s>"
doc#6653	<s> 48/240 Financing of the United Nations </s>	<s> Financiación de la Operación de las Naciones Unidas en Mozambique </s>
doc#6657	<s> The 1989 Memorandum of Understanding has the purpose of accelerating the process of the destruction of stockpiles of chemical weapons ahead of the entry into force of the Chemical Weapons Convention . </s>	<s> El Memorando de entendimiento de 1989 sobre la destrucción de las armas químicas tiene por objeto acelerar el proceso de la destrucción de los arsenales de armas químicas antes de la entrada en vigor de la Convención sobre las Armas Químicas . </s>
doc#6687	"<s> Considering that such international cooperation should be based on the principles embodied in international law , especially the Charter , as well as the Universal Declaration of Human Rights , 1/ the International Covenants on Human Rights 2/ and other relevant instruments , </s>"	"<s> Considerando que esa cooperación internacional debe basarse en los principios consagrados en el derecho internacional , especialmente en la Carta , así como en la Declaración Universal de Derechos Humanos 1/ , los Pactos internacionales de derechos humanos 2/ y otros instrumentos pertinentes , </s>"
doc#6705	"<s> Reaffirming the relevant Security Council resolutions , in particular resolution 798 ( 1992 ) of 18 December 1992 in which , inter alia , the Council strongly condemned those acts of unspeakable brutality , </s>"	"<s> Reafirmando las resoluciones pertinentes del Consejo de Seguridad , en particular la resolución 798 ( 1992 ) , de 18 de diciembre de 1992 , en que , entre otras cosas , el Consejo condenó enérgicamente esos actos de inenarrable brutalidad , </s>"
doc#6709	"<s> 10 . Also calls upon the Government of the Sudan to ensure a full , thorough and prompt investigation by the independent judicial inquiry commission of the killings of Sudanese nationals employed by foreign government relief organizations , to bring to justice those responsible for the killings and to provide just compensation to the families of the victims ; </s>"	"<s> 10 . </s><s> Exhorta al Gobierno del Sudán a que se asegure de que la comisión judicial independiente lleve a cabo una investigación cabal , minuciosa y pronta de la muerte de nacionales del Sudán que trabajaban en organizaciones de socorro de gobiernos extranjeros , a fin de llevar a la justicia a los responsables y pagar una indemnización justa a las familias de las víctimas ; </s>"
doc#6720	"<s> ( d ) To organize and promote fact-finding news missions for journalists to the area , including the occupied territories ; </s>"	"<s> d ) Organice y promueva misiones para periodistas con miras a la determinación de hechos en la zona , incluidos los territorios ocupados ; </s>"
doc#6725	<s> UNITED A </s>	<s> NACIONES A </s>
doc#6725	"<s> 11 . Invites indigenous organizations and other interested non-governmental organizations to consider the contributions they can make to the success of the Decade , with a view to presenting them to the Working Group on Indigenous Populations ; </s>"	"<s> 11 . </s><s> Invita a las organizaciones de las poblaciones indígenas y a otras organizaciones no gubernamentales interesadas a que consideren las aportaciones que pueden hacer para contribuir al éxito del Decenio , con miras a presentarlas al Grupo de Trabajo sobre Poblaciones Indígenas ; </s>"
doc#6751	"<s> 1 . Urges the Intergovernmental Negotiating Committee for the Elaboration of an International Convention to Combat Desertification in those Countries Experiencing Serious Drought and/or Desertification , particularly in Africa , to complete the negotiations successfully by June 1994 , in accordance with resolution 47/188 ; </s>"	"<s> 1 . </s><s> Insta al Comité Intergubernamental de Negociación encargado de elaborar una convención internacional de lucha contra la desertificación en los países afectados por sequía grave o desertificación , en particular en Africa , a que lleve a buen término las negociaciones para junio de 1994 , de conformidad con la resolución 47/188 ; </s>"
doc#6756	<s> 7 . Also requests the Secretary-General to report to the General Assembly at its forty-ninth session on the implementation of the present resolution ; </s>	"<s> 7 . </s><s> Pide también al Secretario General que le informe , en su cuadragésimo noveno período de sesiones , sobre la aplicación de la presente resolución ; </s>"
doc#6764	"<s> Mindful of the need for African countries to increase and mobilize internal resources for sustainable development through , inter alia , policies for the promotion of domestic savings , improved and accessible banking facilities and further improvements in traditional practices of capital formation at local levels , </s>"	"<s> Consciente de la necesidad de que los países africanos incrementen y movilicen recursos internos para el desarrollo sostenible , mediante , entre otras cosas , políticas para la promoción del ahorro interno , servicios bancarios mejorados y accesibles y el mejoramiento de las prácticas tradicionales de formación de capital a escala local , </s>"
doc#6768	"<s> 4 . Decides to establish an Office of Internal Oversight Services under the authority of the Secretary-General , the head of which will be at the rank of Under-Secretary-General ; </s>"	"<s> 4 . </s><s> Decide establecer una Oficina de Servicios de Supervisión Interna , bajo la autoridad del Secretario General , cuyo jefe tendrá la categoría de Secretario General Adjunto ; </s>"
doc#6783	"<s> 17 . Decides also to include in the provisional agenda of its forty-ninth session the item entitled "" Financing of the United Nations Observer Mission in El Salvador "" . </s>"	"<s> 17 . </s><s> Decide también incluir en el programa provisional de su cuadragésimo noveno período de sesiones el tema titulado "" Financiación de la Misión de Observadores de las Naciones Unidas en El Salvador "" . </s>"
doc#6787	"<s> Mindful of the fact that it is essential to provide the Observer Mission with the necessary financial resources to enable it to fulfil its responsibilities under the relevant resolutions of the Security Council , </s>"	"<s> Consciente de que es esencial proporcionar a la Misión de Observadores los recursos financieros necesarios para que pueda desempeñar las funciones que le competen en virtud de las resoluciones pertinentes del Consejo de Seguridad , </s>"
doc#6788	<s> 5 April 1994 </s>	<s> 5 de abril de 1994 </s>
doc#6789	<s> 3 . Reaffirms the importance of the role of the Advisory Committee on Administrative and Budgetary Questions as an advisory body to the General Assembly in the budget process ; </s>	<s> 3 . </s><s> Reafirma la importancia del papel de la Comisión Consultiva en Asuntos Administrativos y de Presupuesto como órgano consultivo de la Asamblea General en el proceso presupuestario ; </s>
doc#6800	"<s> 3 . Notes the importance of actions taken by the General Assembly and the Security Council , which have contributed significantly to the end of apartheid and the establishment of a democratic and united , non-racial South Africa ; </s>"	"<s> 3 . </s><s> Toma nota de la importancia de las medidas adoptadas por la Asamblea General y el Consejo de Seguridad , que han contribuido significativamente al fin del apartheid y al establecimiento de una Sudáfrica unida , democrática y sin distinciones raciales ; </s>"
doc#6805	"<s> ( b ) The provisions of the General Agreement on Tariffs and Trade , its relevant codes and successor or superseding agreements shall apply with respect to activities in the Area ; </s>"	"<s> b ) Las disposiciones del Acuerdo General sobre Aranceles Aduaneros y Comercio , sus correspondientes códigos y los acuerdos que le sucedan o reemplacen , se aplicarán con respecto a las actividades en la Zona ; </s>"
doc#6806	"<s> 3 . Substantive items initially allocated directly to a plenary meeting of the General Assembly could be reviewed for allocation to a Main Committee in accordance with the rules of procedure of the Assembly , in particular with Assembly decision 34/401 , which is reproduced in annex VI to the rules of procedure . </s>"	"<s> 3 . </s><s> Los temas sustantivos que inicialmente hubiesen sido asignados directamente a sesiones plenarias de la Asamblea General , podrían ser asignados a una Comisión Principal de conformidad con el reglamento de la Asamblea y , en particular , con la decisión 34/401 de la Asamblea , que constituye el anexo VI del reglamento . </s>"
doc#6831	"<s> Bearing in mind the consensus reached by the General Assembly at its thirty-fifth session that the establishment of a nuclear-weapon-free zone in the region of the Middle East would greatly enhance international peace and security , </s>"	"<s> Teniendo presente el consenso logrado en su trigésimo quinto período de sesiones acerca de que la creación de una zona libre de armas nucleares en la región del Oriente Medio fortalecería considerablemente la paz y la seguridad internacionales , </s>"
doc#6840	"<s> 5/ See Report of the United Nations Conference on Environment and Development , Rio de Janeiro , 3-14 June 1992 ( A/CONF.151/26/Rev.1 ( Vol. </s>"	"<s> 5/ Véase Informe de la Conferencia de las Naciones Unidas sobre el Medio Ambiente y el Desarrollo , Río de Jneiro , 3 a 14 de junio de 1992 [ A/CONF.151/26/Rev.1 ( Vol. </s>"
doc#6855	<s> 4 . Persons with disabilities and their families should be able to participate in the design and organization of rehabilitation services concerning themselves . </s>	<s> 4 . </s><s> Las personas con discapacidad y sus familias deben estar en condiciones de participar en la concepción y organización de los servicios de rehabilitación que les conciernan . </s>
doc#6864	<s> 2 . Takes note of the conclusions and recommendations adopted at the general meeting between the organizations and agencies of the United Nations system and the Organization of the Islamic Conference and its specialized institutions ; </s>	<s> 2 . </s><s> Toma nota de las conclusiones y recomendaciones aprobadas en la reunión general celebrada entre las organizaciones y los organismos del sistema de las Naciones Unidas y la Organización de la Conferencia Islámica y sus instituciones especializadas ; </s>
doc#6872	"<s> 18 . Requests the Secretary-General to appeal to all Member States , international financial institutions and the private sector to contribute generously to the Trust Fund for financing the activities envisaged by the Yokohama Strategy for a Safer World and its Plan of Action ; </s>"	"<s> 18 . </s><s> Pide al Secretario General que inste a todos los Estados Miembros , a las instituciones financieras internacionales y al sector privado a que contribuyan generosamente al Fondo Fiduciario para la financiación de las actividades previstas en la Estrategia de Yokohama para un mundo más seguro y su Plan de Acción ; </s>"
doc#6898	"<s> 32 . The Chilean delegation , composed of the Chief of the National Homicide Service , the Chief of the Assault Squad , the Chief of Internal Affairs and the Adviser on Psychology and Sociology to the Director-General of the Police Department , participated in this workshop together with police delegations from the Central American countries and Mexico . </s>"	"<s> 32 . </s><s> La delegación chilena compuesta por el jefe nacional de homicidios , el jefe de la brigada de asaltos , el jefe de asuntos internos y el asesor de psicología y sociología del Director General de la Policía de Investigaciones , participó en este taller junto a delegaciones policiales de los países centroamericanos y de México . </s>"
doc#6905	"<s> 92 . During the training of police and prison officers , particular attention is paid to the humane treatment of suspects and detainees . </s>"	<s> 93 . </s><s> En la formación del personal de policía y penitenciario se presta particular atención al trato humano debido a sospechosos y detenidos . </s>
doc#6905	"<s> ( a ) The exercise of supervision over all matters concerning the institution , particularly the treatment of prisoners and the observance of the rules and regulations ; </s>"	"<s> a ) supervisar todas las cuestiones relativas a la institución penitenciaria , en particular el trato de los presos y la observancia de los reglamentos ; </s>"
doc#6905	"<s> It is to her utmost regret that the pathologist who effected the autopsy was not called in since September of 1990 to give her point of view to this effect or to indicate which pieces of information would be required for enlightenment as to the manner in which the fatal lesion could have been brought about . "" </s>"	"<s> Lamenta muchísimo que el forense que practicó la autopsia no haya sido citado desde septiembre de 1990 para dar su opinión al respecto o para indicar qué datos se necesitarían para aclarar la forma en que pudo haberse producido la lesión mortal . "" </s>"
doc#6907	"<s> With a view to underlining the importance attached , in the Italian legal system , to the respect of the rules and principles relating to the subject under consideration , it should be mentioned that a most important and significant event took place from 15 to 27 March 1992 , namely the visit to Italy of the European Committee on the Prevention of Torture . </s>"	"<s> Para subrayar la importancia que se concede en el sistema jurídico italiano al respeto a las normas y principios relativos al tema que se examina , conviene mencionar que del 15 al 27 de marzo de 1992 se produjo un hecho importante , a saber , la visita a Italia del Comité Europeo para la Prevención de la Tortura . </s>"
doc#6911	"<s> Given these circumstances and the fact that her direct participation in numerous terrorist attacks and raids had been established , proceedings were initiated against her in statement of evidence No. 049-DIVICOTE-DINCOTE of 25 February 1993 ; she was charged before the Special Standing Naval Court , which sentenced her to 30 years '' imprisonment . </s>"	"<s> Por estas circunstancias y el hecho de establecerse la participación directa en numerosos atentados e incursiones terroristas , se le INSTRUYO el atestado ampliatorio Nº 049-DIVICOTE-DINCOTE de 25 de febrero de 1993 , denunciándola ante el Consejo Especial de Guerra Permanente de la Marina , donde se le condena a 30 años de pena privativa de la libertad . </s>"
doc#6932	<s> The competence of the Committee in respect of this extended obligation is provided for under article 5 - which itself is subject to a form of reservation in that the automatic granting of this competence may be reserved through the mechanism of a statement made to the contrary at the moment of ratification or accession . </s>	"<s> 15 . </s><s> El propósito fundamental del Segundo Protocolo Facultativo es ampliar el alcance de las obligaciones sustantivas asumidas en virtud del Pacto en lo referente al derecho a la vida , mediante la prohibición de la ejecución y la abolición de la pena de muerte [ La competencia del Comité respecto de esta obligación ampliada está prevista en el artículo 5 , que , en sí mismo , está sometido a una reserva por cuanto que la concesión automática de esta competencia puede condicionarse al mecanismo de una declaración en sentido contrario hecha en el momento de la ratificación o adhesión . ] </s><s> . </s>"
doc#6933	"<s> The Government of Colombia had declared a breach of the peace and a state of siege in the territory of the Departments of Caquetá , Huila , Meta and Cauca in response to the activities in those Departments of armed groups which were seeking to undermine the constitutional system by means of repeated public disturbances . </s>"	"<s> El Gobierno de Colombia declaró turbado el orden público y en estado de sitio el territorio de los departamentos de Caquetá , Huila , Meta y Cauca . </s><s> Esta determinación fue tomada en consideración a que en los mencionados departamentos han venido operando grupos armados que atentan contra el régimen constitucional , mediante frecuentes hechos de perturbación del orden público ... </s>"
doc#6933	"<s> By Supreme Decree No. 001-86 , the Government of Peru has extended the state of emergency as of 5 February 1986 for a period of 60 days in the following provinces : </s>"	"<s> Por Decreto Supremo N◦ 001-86 , el Gobierno del Perú ha prorrogado por 60 días el estado de emergencia a partir del 5 de febrero de 1986 en las siguientes regiones : </s>"
doc#6933	"<s> Emergency regulations were issued to complement the provisions of Constitutional Decree no . 2 , which established the state of emergency . </s>"	<s> Se dictaron reglamentos de emergencia como complemento de las disposiciones del decreto constitucional N◦ 2 por el que se declaró el estado de emergencia . </s>
doc#6935	<s> 98 . The following Laws contain provisions relating to the right of the authorities to interfere with correspondence or communication in certain cases . </s>	<s> 98 . </s><s> Las siguientes leyes contienen disposiciones relativas al derecho que tienen las autoridades en determinados casos a interceptar la correspondencia o las comunicaciones . </s>
doc#6939	"<s> By the end of August 1993 , there had been five such reports . </s>"	<s> Hasta fines de agosto de 1993 había habido cinco de estos informes . </s>
doc#6939	<s> The Optional Protocol to the International Covenant on Civil and Political Rights ; </s>	<s> El Protocolo Facultativo del Pacto Internacional de Derechos Civiles y Políticos ; </s>
doc#6939	"<s> In addition to the rules of natural justice that relate to judicial hearings , administrative decisions , and the operation of commissions of inquiry , the Standing Orders of the General Fono ( the principal organ of government of Tokelau ) provide in Standing Order 7 that , subject to the requirements of public order , every General Fono shall be open to the public and that the Chairperson of the General Fono may allow any person to speak on any matter under consideration at the General Fono . </s>"	"<s> Además de las reglas de justicia natural relativas a audiencias judiciales , decisiones administrativas y funcionamiento de las comisiones de encuesta , el Reglamento ( Standing Orders ) del Fono General ( órgano principal de gobierno de Tokelau ) dispone en su artículo 7 que , a reserva de las exigencias de orden público , todo Fono General estará abierto al público y que el Presidente del mismo dará la palabra a cualquiera que la pida sobre cualquier asunto examinado por el Fono General . </s>"
doc#6940	<s> The Convention entered into force for Sri Lanka on 2 February 1994 . </s>	<s> La Convención entró en vigor para Sri Lanka el 2 de febrero de ese año . </s>
doc#6940	"<s> 50 . In July 1990 , the Government of Sri Lanka signed an agreement with the International Committee of the Red Cross ( ICRC ) to enable it to commence humanitarian functions in Sri Lanka in association with the country '' s concerned authorities . </s>"	<s> 50 . </s><s> En julio de 1990 el Gobierno de Sri Lanka firmó un acuerdo con el Comité Internacional de la Cruz Roja ( CICR ) por el que este último comenzaría a colaborar con las autoridades locales en el desempeño de tareas humanitarias en el país . </s>
doc#6941	"<s> Article 11 ( 2 ) of the Constitution says that there shall be no discrimination against any citizen in the application of general laws on grounds of religion , race , sex , caste , tribe or ideological conviction . </s>"	"<s> En el párrafo 2 del artículo 11 de la Constitución se dispone que no se discriminará contra ningún ciudadano en la aplicación de las leyes generales por motivos de religión , raza , sexo , casta , tribu o convicción ideológica . </s>"
doc#6945	"<s> The oral presentation , accompanied by extensive documentation , served to update the written report and contributed to a frank and fruitful dialogue with the Committee . </s>"	<s> Los comentarios formulados verbalmente y acompañados con abundante documentación actualizaron el informe escrito y contribuyeron a hacer que el diálogo con el Comité fuera franco y fructífero . </s>
doc#6948	"<s> 15 . In view of the considerable difficulties encountered by the State party in implementing the Covenant , the gross violations of human rights which occurred in autumn 1993 , and the serious danger of a recurrence of such violations , the Committee is of the view that , in its efforts at internal pacification and national reconciliation , Burundi should receive the resolute support of the international community . </s>"	"<s> 15 . </s><s> Habida cuenta de las considerables dificultades con que tropieza el Estado Parte en la aplicación del Pacto , de las violaciones masivas de los derechos humanos ocurridas en otoño de 1993 , y de los graves peligros de que se produzcan de nuevo tales violaciones , el Comité considera que la comunidad internacional deberá aportar un apoyo claro y determinado a Burundi en sus esfuerzos de pacificación interna y reconciliación nacional . </s>"
